osmanlica,transkripsiyon
قاريجق,Karıcık
قاريس,Karyes
قاريم,Karım
قاريمش,Karımış
قارين,Karin
قاريه پولى,Karyapoli
قاريوت,Karyot
قاريوط,Karyot
قارپاس,Karpas
قارپاص,Karpas
قارچقان,Karçikan
قارچكان,Karçikan
قارچيكان,Karçikan
قاز,Kaz
قازآباد,Kazabad
قازاباد,Kazabad
قازاباد مع عشائر,Kazabad maa Aşair
قازانلى,Kazanlı
قاسترسيانقه,Kastrisyanika
قاسترو,Kastro
قاستوريا,Kastorya
قاسم اوغلى,Kasımoğlu
قاسونيزى,Kasonizi
قاسيدى,Kasidi
قاش,Kaş
قاش مع عشائر,Kaş maa Aşair
قاش يكيجه,Kaşyenice
قاشقلى,Kaşaklı
قاشنيت,Kaşnit
قاشوت,Kaşot
قاشوط,Kaşot
قاشيك,Kaşik
قاضى شهرى,Kadışehri
قاضى كوى,Kadıköy
قاضى ويران,Kadıviran
قاضي كويى,Kadıköyü
قاضي لى,Kadılı
قاضيكوى,Kadıköy
قاطاويا,Katavya
قاطاويه,Katavya
قاطيه,Katya
قاغزمان,Kağızman
قاف,Kınık (Kaf (?))
قاقوسى,Kakosi
قاقون,Kakun
قاكيراه,Kakirah
قالامباقه,Kalambaka
قالاموتى,Kalamoti
قالاموس,Kalamos
قالان دره,Kalandere
قالانه سيه اطه لرى,Kalanasya Adaları
قالاورا,Kalavra
قالغه سلطان,Kalgasultan
قالقان دلان,Kalkandelen
قالقان دلن,Kalkandelen
قالقاندلن,Kalkandelen
قالقانلو,Kalkanlı
قالقانلى,Kalkanlı
قالقونيزى,Kalkonizi
قالكلو مع الوانلى,Kalınlı maa Elvanlı
قالمت,Kalmet
قالمنوس,Kalimnos
قالو فر,Kalofer
قالوفاناس,Kalofanas
قالوكرو,Kalogero
قالولمنى,Kalolimni
قالوليمنو,Kalolimno
قالوليمونيه اطه لرى,Kalolimoniye Adaları
قالونيا,Kaloniye
قالونيه,Kaloniye
قالونْيه,Kaloniye
قالويان,Kaloyan
قالويرى اطه لرى,Kaloyiri Adaları
قالويريس,Kaloyeris
قالي براولي,Kalibravulu
قاليك ويران,Kalınviran
قاليمنوس,Kalimnos
قالين ويران,Kalınviran
قالينويق,Kalinovik
قالِمْنوس,Kalimnos
قاماموقو,Kamamoko
قامبرو,Kambro
قامبو,Kampo
قامجاق,Kamiçak
قاممنى,Kammeni
قامنسقه,Kameniska
قاميشلى,Kamışlı
قاميلا,Kamila
قامينلاكى,Kaminlaki
قامپو,Kampo
قامپوفورميو,Kampoformiyo
قانا,Kana
قاندره,Kandıra
قاندرى,Kandıra
قانديليوسه,Kandilyosa
قانلى اطه,Kanlıada
قانلى اطه لر,Kanlı Adalar
قاننه,Kanine
قانو (؟),Kanu
قاهره,Kahire
قاوالوس,Kavalos
قاورسپاثا,Gavorsipasa
قاورلوى,Kaverluy
قاولير,Kavaliyer
قايدارى,Kaydari
قايدرونيزون,Kaydaronizon
قايى,Kayı
قاييلر و فناريس,Kayılar ve Fenaris
قاپتول,Kaptol
قاپروار,Kaprivar
قاپرونى,Kaproni
قاپريوار,Kaprivar
قاپريور,Kaprivar
قاپطول,Kaptol
قاپوتا,Kapota
قاپولنه,Kapolna
قاچا,Kaça
قاچاغانى,Kaçagani
قاچاغره لى,Kaçağralı
قاچنيك (؟),Kaçanik (?)
قاچى,Kaçi
قبا آغاج,Kabaağaç
قبا حيدر,Kabahaydar
قبا صقال,Kabasakal
قبا قوز,Kabakoz
قبائل عربان بريه,Kabail-i Urban-ı Berriye
قبائل نوغاى,Kabail-i Nogay
قباخور,Kabahor
قباصقال,Kabasakal
قباق,Kabak
قباله,Kabala
قبالى,Kabalı
قبان,Kaban
قبانى,Kubani
قباو,Kabav
قبجاق,Kıbçak
قبر صغير,Kabr-i Sagir
قبرس,Kıbrıs
قبريس,Kıbrıs
قبله,Kıble
قبه,Kubbe
قبو طاغى,Kapudağı
قبيطه,Kubeyta
قبيلة الظفير,Kabiletüzzafir
قبيلۀ العبيد,Kabile-i el-Abid
قبيلۀ اورومبت اوغلى,Kabile-i Urumbetoğlu
قبيلۀ اولاد شبل,Kabile-i Evlad-ı Şibl
قبيلۀ اولادِ يتزان,Kabile-i Evlad-ı Yetzan
قبيلۀ باغرغان,Kabile-i Bağırgan
قبيلۀ بنى حكيم,Kabile-i Benihakim
قبيلۀ خلايق,Kabile-i Halayık (?)
قبيلۀ ربانيّه,Kabile-i Ribaniye
قبيلۀ رجبان,Kabile-i Receban
قبيلۀ زنتان,Kabile-i Zintan
قبيلۀ طباش سباع,Kabile-i Tabaş Siba
قبيلۀ وارنه,Kabile-i Varna (?)
قترين,Katerin
قترين مع بلاطمنه,Katerin maa Platimana
قترين مع پلاطمنه,Katerin maa Platimana
قترينه,Katerine
قتورسقه,Kotorska
قتيف,Katif
قثله,Ksele
قدرينچه,Kudrinçe
قدس,Kudüs
قدس اريحا,Kudüs Eriha
قدم الصغير,Kademüssagir
قدم الكبير,Kademülkebir
قدموس,Kadmus
قدو,Kaddu
قر جه شهر,Karacaşehir
قرا جه شهر,Karacaşehir
قرا حصار دولو,Karahisar-ı Develi
قرا قورت,Karakurt
قراآطه,Karaada
قراته,Karata
قراجه اواسي,Karacaovası
قراجه اوحد,Karacaevhad
قراجه اوغلى,Karacaoğlu
قرادل,Karadil
قرادى نيسى اطه جغى,Karadinisi Adacığı
قراسته,Karasta
قراش,Karaş
قراشوه مع بطلنيك,Kraşova maa Vitinlik (Bitilnik)
قراشوه مع ويطينليك,Kraşova maa Vitinlik
قراطه,Karata
قراطوه مع معدن,Kratova maa Maden
قراغيلر,Kırağılar
قراقو,Krakov
قرال,Kral
قرامبوزا,Karamboza
قران شبش,Karanşebeş
قراندا,Karanda
قرانيا,Kranya
قرانيه,Krayna (Kranya)
قرانيه مع نواحى,Krayna (Kranya) maa Nevahi
قراوارى,Kravari
قراوى,Karavi
قراويا,Karaviya
قراى جديد,Kura-yı Cedid
قرايلى,Kırili
قراينه مع نواحى,Krayna maa Nevahi
قراچوه,Kraçova
قرباس,Karpas
قرباوه,Kırbava
قربيه,Karbiye
قرتال مع اطه لر,Kartal maa Adalar
قرتنه,Karitena
قرجه صو,Karacasu
قرجه على,Kırcaali
قرجه لر,Karacalar
قرجوه,Kırçova
قرداحه,Kardaha
قرداشلر,Kardaşlar
قرداميله,Kardamile
قرديچه,Kardiçe
قرزولارى,Kurzolari
قرستواچ,Kristovaç
قرستوش,Karastoş
قرستوشيه,Kristoşiye
قرستوشييه,Kristoşiye
قرسنه,Krasne
قرشهرى,Kırşehri
قرشوه,Kruşova
قرطوه,Kratova
قرغالى,Kırgalı
قرق آغاج,Kırkağaç
قرق آغاچ,Kırkağaç
قرق اغاج,Kırkağaç
قرق اغاچ,Kırkağaç
قرق بولاق,Kırkbulak
قرق ديليم,Kırkdilim
قرق كليسا,Kırkkilise
قرقير,Kırkyer
قرم ام سمروع,Karam Ümm-i Semeru
قرمان,Karaman
قرمانلو,Karamanlı
قرمق,Karamık
قرمق مع شفيق,Karamık maa Şefik
قرميط,Kırmıt
قرن,Karn
قرن آباد,Karinabad
قرندوس,Korindos
قرنه و صدر سويب,Kurna ve Sadr-ı Suveyb
قرنين,Karneyn
قره آبدال,Karaabdal
قره آدا,Karaada
قره آطه,Karaada
قره آغاج يلواج,Karaağaç-ı Yalvaç
قره آغاج گول حصار,Karaağaç-ı Gölhisar
قره ارض,Karaarz
قره اطه,Karaada
قره اغاج,Karaağaç
قره اغاج كولحصار,Karaağaç-ı Gölhisar
قره اغاج كولحصارى,Karaağaç-ı Gölhisar
قره اغاج مع افشار,Karaağaç-ı Yalvaç (Karaağaç) maa Afşar
قره اغاج يلواج,Karaağaç-ı Yalvaç
قره اغاج گولحصار,Karaağaç-ı Gölhisar
قره اغاچ,Karaağaç
قره اغاچ يلواچ,Karaağaç-ı Yalvaç
قره اولوس,Karaulus
قره باغ,Karabağ
قره باغلر اطه لرى,Karabağlar Adaları
قره باغچه,Karabahçe
قره برك,Karaberk
قره برون,Karaburun
قره بك,Karabey
قره بل,Karabel
قره بوجيلو,Karaböcülü
قره بورن,Karaburun
قره بورون,Karaburun
قره بوه صوىي,Krabova Suyu
قره بيغا,Karabiga
قره بيقلو,Karabıyıklı
قره بيقلى,Karabıyıklı
قره بيكار,Karapınar
قره بيل,Karabel
قره بيل مع بكطاغى,Karabel maa Beydağı
قره بيل مع عشيرت گينلى و زاره و باليجابلى و جهانبگلى,Karabel maa Aşiret-i Ginili ve Zara ve Balıcablı (?) ve Cihanbeyli
قره تكه,Karahisar-ı Teke (Karateke)
قره تل حمدون,Karatilhamdun
قره تنوس,Karatonus
قره تيمورخان,Karatimurhan
قره تپه,Karatepe
قره جالر,Karacalar
قره جلر,Karacalar
قره جه,Karaca
قره جه آباد,Karacaabad
قره جه اباد,Karacaabad
قره جه اغاج,Karacaağaç
قره جه اوغلان مع سكى,Karacaoğlan maa Seki
قره جه حصار,Karacahisar
قره جه شهر,Karacaşehir
قره جه صالح,Karacasalih
قره جه صو,Karacasu
قره جه طاغلو,Karacadağlı
قره جه قيونلو,Karacakoyunlu
قره جه كوى,Karacaköy
قره جه لر,Karacalar
قره جه لو,Karacalı
قره جه لى,Karacalı
قره جه ويران,Karacaviran
قره جورون,Karacurun
قره جيجه لى مع قلعه جك,Karaciceli maa Kalecik
قره حاجيلو,Karahacılı
قره حايط,Karahayıt
قره حرمن,Karaharman
قره حسن,Karahasan
قره حصار بهرام شاه,Karahisar-ı Behramşah
قره حصار بهرام شاه مع قبيلۀ چينى واحسان خانه لرى,Karahisar-ı Behramşah maa Çepni (Kabile-i Çini) ve İhsanhaneleri
قره حصار بهرامشاه,Karahisar-ı Behramşah
قره حصار بهرم شاه,Karahisar-ı Behramşah
قره حصار بيغا,Karahisar-ı Biga
قره حصار تكه,Karahisar-ı Teke
قره حصار تكه مع ناحيۀ بشقوناق,Karahisar-ı Teke maa Nahiye-i Beşkonak
قره حصار تيمورلى,Karahisar-ı Demirli
قره حصار دمورلو,Karahisar-ı Demirli
قره حصار دوه لو,Karahisar-ı Develi
قره حصار شرقى,Karahisar-ı Şarki
قره حصار شرقى مع نواحى,Karahisar-ı Şarki maa nevahi
قره حصار شرقي,Karahisar-ı Şarki
قره حصار شرقی,Karahisar-ı Şarki
قره حصار مع قير حصار,Karahisar-ı Sahib (Karahisar) maa Kırhisar
قره حصار و اغجه قلعه,Karahisar ve Ağcakale
قره حصارتكه,Karahisar-ı Teke
قره حصارتيمورجى,Karahisar-ı Demirli (Karahisar-ı Timurci)
قره حصاردمورلو,Karahisar-ı Demirli
قره حصاردمورلو و بوداق اوزى,Karahisar-ı Demirli ve Budaközü
قره حصاردمورلى,Karahisar-ı Demirli
قره حصارشرقى,Karahisar-ı Şarki
قره حصارلو,Karahisarlı
قره حصارو يحيالو,Karahisar-ı Develi (Karahisar) ve Yahyalı
قره حليل,Karahalil
قره حوض,Kırahvaz
قره حيط,Karahayıt
قره خليل,Karahalil
قره دره,Karadere
قره دكز,Karadeniz
قره دكز بغازي,Karadeniz Boğazı
قره دكز ساحلى,Karadeniz Sahili
قره دكن,Karadiken
قره دكيز,Karadeniz
قره ديكين,Karadiğin
قره شار,Karaşar
قره صو,Karasu
قره صو بازارى,Karasupazarı
قره صو تماق,Karasutamak
قره صو سفلا,Karasu-yı Süfla
قره صو طماق,Karasutamak
قره طاش,Karataş
قره طاش كوى,Karataşköy
قره طاش و اوغادى,Karataş ve Avgadı
قره طاغ اوزى,Karadağözü
قره طروق,Karadoruk
قره طغان,Karadoğan
قره طوت,Karatut
قره طوره,Karatura
قره طوروق,Karadoruk
قره طوكه,Karadona
قره طونلو,Karadonlu
قره طوه,Kratova
قره طووا,Kratova
قره طوپراق,Karatoprak
قره على,Karaali
قره عيسالو,Karaisalı
قره عيسالو مع عشيرت منمنجى,Karaisalı ve Aşiret-i Menemenci
قره عيسالو مع عشيرت مَنَمَنْجى,Karaisalı ve Aşiret-i Menemenci
قره عيسى لو,Karaisalı
قره عيسى لو مع حاجيلو,Karaisalı maa Hacılı
قره غان,Karagan
قره فريه,Karaferye
قره قلقان و شانشى,Karakalkan ve Şanşi
قره قورت,Karakurt
قره قوش,Karakuş
قره قوشلو,Karakuşlu
قره قوشلى,Karakuşlu
قره قولاق,Karakulak
قره قونيچه,Karakoniçe
قره قيا,Karakaya
قره قيالى,Karakayalı
قره كوز,Karagöz
قره كول,Karagöl
قره كوللى,Karagöllü
قره كوى,Karaköy
قره كوى اوتلغى,Karaköyotlağı
قره كيجى,Karakeçi
قره كچى,Karakeçi
قره لر,Karalar
قره لوم,Karalom
قره لوم مع بولميه,Karalom maa Polomiye
قره مان,Karaman
قره مرسل,Karamürsel
قره مغاره,Karamağara
قره مق,Karamık
قره مق مع جاى,Karamık maa Çay
قره مورط,Karamurt
قره مُرْسَل,Karamürsel
قره همشين,Karahemşin
قره وادى,Karavadi
قره وار,Karavar
قره وارى,Kravari
قره وقرجه طاغ,Kara ve Karacadağ
قره وليلر,Karaveliler
قره ويا,Karaviya
قره ويران,Karaviran
قره يازى,Karayazı
قره يازي,Karayazı
قره يقه,Karayaka
قره يكيد,Karayiğid
قره يوك,Karayün
قره پرچك صغير,Karapürçek-i Sagir
قره پرچك كبير,Karapürçek-i Kebir
قره پكار,Karapınar
قره پيكار,Karapınar
قره پيڭار,Karapınar
قره چالى,Karaçalı
قروشوه,Kruşova
قروصونا,Krosona
قرون,Koron
قرووچه,Karavuça
قرويه,Kruya
قرويچه,Kriviçe
قروپا,Krupa
قروپه,Krupa
قرى بازارى,Karıpazarı
قرى طاش,Karataş
قرى يايا,Karıyaya
قريتين,Karyeteyn
قريذي,Karizi
قريش اوزى,Kureyşözü
قريش مع برندى,Kureyş maa Berendi
قريش مع ديوله,Kureyş maa Divle
قريق,Kırık
قريقلى,Karıklı (?)
قريم,Kırım
قريم عتيق,Kırım-ı Atik
قرين,Kurayn
قرين آباد,Karinabad
قرين آباد مع يانبولى,Karinabad maa Yanbolu
قرين اباد,Karinabad
قرينا,Karina (?)
قريوط,Karyot
قريوه رقه مع كريلوه,Krivarika maa Krileva
قريوه ريقه,Krivarika
قريچا,Kriça
قرپاس,Karpas
قزاق,Kazak
قزاق ولايتي,Kazak Vilayeti
قزان,Kazan
قزانجق,Kazancık
قزق,Kızık
قزل اطه,Kızılada
قزل اغاج,Kızılağaç
قزل اوز,Kızılöz
قزل اوه,Kızılova
قزل بل,Kızılbel
قزل بيل,Kızılbel
قزل حصار,Kızılhisar
قزل حصار كبير,Kızılhisar-ı Kebir
قزل رباط,Kızılribat
قزل سراى,Kızılsaray
قزل قوجه,Kızılkoca
قزل كول,Kızılgöl
قزل كوپرى,Kızılköprü
قزل يارلى,Kızılyarlı
قزلجه,Kızılca
قزلجه طوزله,Kızılcatuzla
قزلجه على,Kızılcaali
قزلجه قشلاجق,Kızılcakışlacık
قزلجه قلعه,Kızılcakale
قزلجه مسَلّم,Kılızcamüsellem
قزلحسار,Kızılhisar
قزلحصار,Kızılhisar
قزلحصارِ كبير,Kızılhisar-ı Kebir
قزلرباط,Kızılribat
قزلطاش,Kızıltaş
قزلقوجه,Kızılkoca
قزنيك,Koznik
قزيق,Kızık
قزيل آغاج,Kızılağaç
قزيل اطه,Kızılada
قزيل اغاج,Kızılağaç
قزيل بل,Kızılbel
قزيل بيكلى,Kızılbeyli
قزيل بيل,Kızılbel
قزيل حصار,Kızılhisar
قزيل رباط,Kızılribat
قزيل سراى,Kızılsaray
قزيل طاش,Kızıltaş
قزيل طاغ,Kızıldağ
قزيل قوجه,Kızılkoca
قزيل مع قورى قواق,Kızıl maa Kurukavak
قزيل ويران,Kızılviran
قزيلجه قلعه,Kızılcakale
قزيلچاقچاق,Kızılçakçak
قسبروفچه,Kasperofça
قستان,Kastan
قستل,Kastel
قستل افرنج,Kastel-i Efrenç
قستل بحريه,Kastel-i Bahriye
قستللوز,Kastelloz
قسطل,Kastel
قسطمونى,Kastamonu
قسطمونى مع ناحيۀ آق قيا,Kastamonu maa Nahiye-i Akkaya
قسطمونى مع نواحى,Kastamonu maa Nevahi
قسطموني,Kastamonu
قسطنطين,Kostantin
قسطنطين اوه,Kostantinova
قسوط,Kaşot (Kasot)
قشران,Kışran
قشلاغات,Kışlağat
قشوط,Kaşot
قصاب,Kasab
قصبۀ خندق مع بالقلى,Hendek (Kasaba-i Hendek) maa Balıklı
قصر جبل,Kasr-ı Cebel
قصر شيرين,Kasr-ı Şirin
قصر عنتر (؟),Kasr-ı Anter (?)
قصون,Kusun
قصون مع كولك,Kusun maa Gülek
قصون مع گولك,Kusun maa Gülek
قصون مع گُولَكْ,Kusun maa Gülek
قصون و كولك و تكلو,Kusun ve Gülek ve Tekeli
قصير,Kusayr
قصير مع قره موط,Cebel-i Kusayr (Kusayr) maa Karamut
قصيمه,Kusayma
قضاء ثلثه,Kaza-i Selase
قضالي,Kazalı (?)
قضيكوى,Kadıköy
قطاع الطريق,Kuttauttarik
قطافيه,Katafiye
قطب جنوبى,Kutb-ı Cenubi
قطب شمالى,Kutb-ı Şimali
قطة ابو تفاح,Kıta Ebutüffah
قطر,Katar
قطران,Katran
قطرانجى آطه لرى,Katrancı Adaları
قطرانچه,Katraniçe
قطرسراى,Katarsaray
قطرون,Katrun
قطنا,Katana
قطنه,Kutna
قطه ترمبه,Kıta Terumba
قطيف,Katif
قطيفه,Kutayfe
قعطبه,Kataba
قغزمان,Kağızman
قفاعى,Kıfai
قفر بري,Kafr Berri
قفره,Kufra
قفصه,Kafsa
قلادندره,Kaladendra
قلادنه,Kladine
قلادينه,Kladine
قلادينه مع الوه,Kladine maa Olova
قلادينه مع اولوه,Kladine maa Olova
قلاع الدعوه,Kılaüddava
قلاع دوحوك و مناخو و راخو,Kıla-ı Duhuk ve Manaho ve Zaho
قلاع دوهوك و مناخو و زاخو,Kıla-ı Duhuk ve Manaho ve Zaho
قلاع عقره و كلى دير,Akra (Kıla-ı Akra) ve Killideyr
قلاع عقره وكل دير,Akra (Kıla-ı Akra) ve Killideyr
قلاع عقره وكلّى دير,Akra (Kıla-ı Akra) ve Killideyr
قلاع پير احمد اوغلي,Kıla-ı Pirahmedoğlu
قلاغوز,Kulağuz
قلاماته,Kalamata
قلامته,Kalamata
قلامو,Kalamo
قلاموتى,Kalamoti
قلاموس,Kalamos
قلاموطى,Kalamoti
قلاموپولو,Kalamopolo
قلاوانى اطه لرى,Kalavani Adaları
قلاورته,Kalavrita
قلاورته مع ووستنجه,Kalavrita maa Voştiçe (Vostinçe)
قلاورته و باليه بادره,Kalavrita ve Balyabadra
قلاچه,Kalaça
قلبرن,Kılburun
قلبرون,Kılburun
قلعة الرماد,Kaletürramad
قلعة الشمر,Kaletüşşemer
قلعة النجم,Kalatünnecm
قلعه,Kale
قلعه ديز,Kalediz
قلعه غازي خضرى,Kale-i Gazi Hadra
قلعه كوى,Kaleköy
قلعه نما دره سى,Kalenimaderesi
قلعۀ آغجه قلعه,Kale-i Ağcakale
قلعۀ اذكان و قلعۀ ارغيف و توتوس دمسغار (؟),Kale-i Ezgan (?) ve Kale-i Argif (?) ve Totosdimisgar (?)
قلعۀ ارزين,Kale-i Erzin
قلعۀ اسكنيد,İskinid (Kale-i İskinid)
قلعۀ اچو,Kale-i Açu
قلعۀ جديد,Kale-i Cedid
قلعۀ جديد سيواس,Kale-i Cedid-i Sivas
قلعۀ حكل,Kale-i Hakl
قلعۀ ديزه,Kale-i Dize
قلعۀ زير,Kale-i Zir
قلعۀ سكر,Kale-i Sükker
قلعۀ سلطا نيه,Kale-i Sultaniye
قلعۀ سلطا نيّه,Kale-i Sultaniye
قلعۀ سلطانيه,Kale-i Sultaniye
قلعۀ سيواله,Kale-i Sivke (Sivale)
قلعۀ سيوكه,Kale-i Sivke
قلعۀ عبدالله,Kale-i Abdullah
قلعۀ عزور (؟),Kale-i Azur (?)
قلعۀ كمحنص وبناك وبريك وپشكير وبوسنك,Kale-i Kemhıs (Kemhınıs) ve Penek ve Berik (?) ve Penesker (Peşkir) ve Posik (Bosnik)
قلعۀ لنتي,Kale-i Lenti
قلعۀ لوانه باش قپان واشكفتوز ورجيك,Livane (Kale-i Livane Başkapan) ve İşkeftoz ve Recik (?)
قلعۀ مشوه,Kale-i Maşova (?)
قلعۀ هيتون,Kale-i Heytun
قلعۀ واره دين,Varadin Kalesi
قلعۀ وسريه (؟),Kale-i Vesirye (?)
قلعۀ ويران شمكور,Kale-i Viranşemkür
قلعۀ يكيجه,Kale-i Yenice
قلعۀ پسك (؟),Kale-i Pesek (?)
قلعۀ چمنتو,Kale-i Çiminto
قلقان مع قاش,Kalkanlı (Kalkan) maa Kaş
قلقاندلان,Kalkandelen
قلقاندلن,Kalkandelen
