osmanlica,transkripsiyon
شوف ابن معن و شوف الحيطى و شوف شويزانى,Şuf İbn-i Maan ve Şufülhayti ve Şuf-i Şüveyhani (Şuf-i Şüveyzani)
شوف ابن معن وششوف الحيطى و شوف شويزانى,Şuf İbn-i Maan ve Şufülhayti ve Şuf-i Şüveyhani (Şuf-i Şüveyzani)
شوف ابن معن وشوف الخيطى و شوف شويحانى,Şuf İbn-i Maan ve Şufülhayti ve Şuf-i Şüveyhani
شوف البياض,Şufülbeyaz
شوف الحرادين,Şufülharradin
شوف الخرادين,Şufülharradin
شوف الخرّادين,Şufülharradin
شوفين,Şufeyn
شولموش,Şolimoş
شومار,Şummar
شومر,Şumer
شوملو,Şömlö
شومنى,Şumnu
شومني,Şumnu
شونلى,Şevenli
شووانوس,Şuvanos
شوير,Şuveyr
شوپديه,Şupdiye
شياق,Şiyak
شيبارا,Şeybara
شيبره,Şeybara
شيبه,Şibe
شيخ,Şeyh
شيخ ابو شعيب,Şeyhebuşuayb
شيخ اسماعيل طائفه سى,Şeyhismailtaifesi
شيخ الاسلاملق,Şeyhülislamlık
شيخ الحديد,Şeyhülhadid
شيخ الحديد مع كوندزلووعميق,Şeyhülhadid maa Gündüzlü ve Amik
شيخ الحديد و كوندزلو وعميق,Şeyhülhadid ve Gündüzlü ve Amik
شيخ الحرملك,Şeyhülharemlik
شيخ الى,Şeyhili
شيخ ايلى,Şeyhili
شيخ بزنلى,Şeyhbizinli
شيخ تيمارى,Şeyhtimarı
شيخ جمعه,Şeyhcuma
شيخ حاجى,Şeyhhacı
شيخ سرا,Şeyhsera
شيخ سعيد,Şeyhsaid
شيخ شعيب,Şeyhşuayb
شيخ طابه,Şeyhtabe
شيخ عدوم,Şeyhadum
شيخ عشاقي,Şeyhuşşaki
شيخ على كاسون,Şeyhalikasun
شيخ مربط,Şeyhmirbat
شيخ مسكين,Şeyhmiskin
شيخ مصطفى,Şeyhmustafa
شيخ مع عميق و تزين,Şeyhülhadid (Şeyh) maa Amik ve Tizin
شيخان,Şeyhan
شيخان مع سركند,Şeyhan maa Serkend
شيخانلو,Şeyhanlı
شيخبزنلى,Şeyhbizinli
شيخدودان,Şeyhdodan
شيخلر مع شقاقى,Şeyhler maa Şikaki
شيخلر مع ناحيۀ كيكلر,Şeyhli (Şeyhler) maa Geyikli
شيخلو,Şeyhli
شيخلى,Şeyhli
شيرا,Şira
شيران,Şiran
شيران و كركرك و اولتى,Şiran ve Gergerek (?) ve Oltu
شيرن,Şirin
شيره,Şira
شيروان,Şirvan
شيروانلى عشيرتى,Şirvanlı Aşireti
شيروقه,Şiroka
شيروى,Şirvi
شيريا ن,Şiryan
شيرين,Şirin
شيرينچ,Şirinç
شيزار,Şeyzer
شيزر,Şeyzer
شيزر و مصياف,Şeyzer ve Masyaf
شيشان,Şişan
شيك,Şiyik (?)
شيلازا,Şilaza
شيله,Şile
شيلى,Şile
شينجه,Şince
شينك و قلاله مع ماوِت و سُيول,Şinek ve Kalale maa Mavit ve Süyul
شيهل اوغلي (؟),Şehiloğlu (?)
شيوان,Şivan
شيوبايصان,Şiyobaysan
شيوه لان,Şivelan
شيوه له,Şivelan (Şivele)
شَبِين القُم,Şibinülkum
شَبْسات,Şebsat
شَبْسَاتْ,Şebsat
شَعْرا,Şara
شَقِيف,Şakif
شُروكْ,Şürük
شُرُوك,Şürük
شُرُوكْ,Şürük
شِيبَه,Şibe
شِيلَه,Şile
صا رى چيچك,Sarıçiçek
صابوج,Saboc (?)
صابورلى,Saburlu
صابوشلو,Saboşlu
صاتلمش و بيراملو,Satılmış ve Bayramlı
صاتليل,Satlil
صاتليل و مرخو,Satlil ve İmirhavi (Mirhav)
صاحب,Sahib
صاد,Sad
صاد وديك,Sadvodik
صادوديك,Sadvodik
صاراته,Sarata
صارت,Sart
صارت مع صالحلر,Sart maa Salihli (Salihler)
صارت مع صالحلو,Sart maa Salihli
صاردنيا,Sardunya
صارصاب,Sarsab
صارصب,Sarsab
صارمساقلى,Sarımsaklı
صارنج,Sarnıç
صاره ده,Sarada
صارو قامش,Sarıkamış
صارواشقو,Sarvaşkö
صارواشكو,Sarvaşkö
صاروحان,Saruhan
صاروحان بكلو,Saruhanbeyli
صاروخان,Saruhan
صاروقورغان,Sarukurgan
صارى آلاڭ,Sarıalan
صارى اوغلان,Sarıoğlan
صارى بل,Sarıbel
صارى بورون,Sarıburun
صارى جاير,Sarıçayır
صارى حضر,Sarıhızır
صارى شعبان,Sarışaban
صارى صو,Sarısu
صارى طاش,Sarıtaş (?)
صارى طوغان,Sarıdoğan
صارى غازى,Sarıgazi
صارى قاميش,Sarıkamış
صارى قواق,Sarıkavak
صارى قواق مع زينى,Sarıkavak maa Zeyne (Zeyni)
صارى كجيلو,Sarıkeçili
صارى كوزل,Sarıgüzel
صارى كول,Sarıgöl
صارى كوى,Sarıköy
صارى كچيلو,Sarıkeçili
صارى چام,Sarıçam
صارى چام و عشيرت حاجيلو و كوركجيلو,Sarıçam
صارى چام وعشيرت حاجيلو و كوركجيلو,Sarıçam ve Aşiret-i Hacılı ve Kürkçülü
صارى چاير,Sarıçayır
صارى چيچك,Sarıçiçek
صارى گول,Sarıgöl
صاري جاير,Sarıçayır
صاري يار,Sarıyar
صاري چام,Sarıçam
صاري چام مع قره قشله,Sarıçam maa Karakışla
صاريجه,Sarıca
صاريجه على,Sarıcaali
صاريخانلر,Sarıhanlar
صاريز,Sarız
صاريشعبان,Sarışaban
صاريقواق,Sarıkavak
صارينى,Sarını
صاريچاير,Sarıçayır
صاز,Saz
صازلق,Sazlık
صاسون,Sason
صاصون,Sason
صاطانوه,Satanova
صاغ قول,Sağkol
صافتا,Safita
صافيتا,Safita
صاقج,Sakç
صاقز,Sakız
صاقچ,Sakç
صالانته,Salanta
صالاوار,Salavar
صالتق,Saltık
صالحلو,Salihli
صالحلى,Salihli
صالحيه,Salihiye
صالغر,Salgır
صالق,Salık
صالنجه,Salniçe
صالنه,Salina
صالور,Salur
صامسون,Samsun
صامسون و معدن كابى,Samsun ve Maden-i Kabi
صامصاد,Samsad
صانتورين,Santorin
صاندقلو,Sandıklı
صاندومير,Sandomir
صانطورين,Santorin
صانه,Sana
صاوا,Sava
صاور,Savur
صاورون,Savrun
صاوه,Sava
صاوور,Savur
صاپنه,Sapna
صاچى قرالو مع اسبارته,Saçıkaralı maa Isparta
صبانجه مع بش ديوان,Sapanca (?) maa Beşdivan
صبانجى مع آطه بازارى,Sapanca (Sabancı) maa Adapazarı
صبوتنچه,Subotinçe
صبيا,Sabya
صبيه,Sabiye
صحرا,Sahra
صحراء قيصريه,Sahra-i Kayseriye
صحراى قراقوش,Sahra-yı Karakuş
صحراى قونيه,Sahra-yı Konya
صحره اباد,Sahraabad
صحريقه,Suhorika
صحنه,Sahna
صحنه و طيّبه,Sahna ve Tayyibe
صحنه وطيبه,Sahna ve Tayyibe
صحودوليه,Suhodolye
صحورقه,Suhorika
صحوريقه,Suhorika
صخوم,Sohum
صداق,Sadak
صدر دار,Sadr-ı Dar
صدر سويب,Sadr-ı Suveyb
صدرالعشار,Sadrulaşşar
صدرك,Saderek
صدف,Sedef
صدمرّه,Sadmerre
صدوان,Saduvan
صدوكين,Sadukin
صراته,Sarata
صرانده,Sarande
صراولوس,Sravalos
صرب,Sırb
صرب صنديغى,Sırpsındığı
صرب ولايتي,Sırb Vilayeti
صرت مع اكدير,Sırt maa İğdir
صرته,Sarata
صرخان,Saruhan
صرط,Sart
صرمتا,Saramita
صره برنيچه,Srebreniçe
صغر,Sığır
صغرى,Sığrı
صغله,Suğla
صغمان,Sağman
صغناق,Sığnak
صغوداق,Soğudak
صغير,Sığır
صفا,Safa
صفد,Safed
صفد مع عكا و كفر كنه,Safed maa Akka ve Kefrkenne
صفد و جبل,Safed ve Cebel
صفد و صيدا و بيروت,Safed ve Sayda ve Beyrut
صفد و صَيْدَا و بيروت,Safed ve Sayda ve Beyrut
صفدمع عكا وكفركنه,Safed maa Akka ve Kefrkenne
صفوى,Safva
صفَد,Safed
صقارقيا,Sakarkaya
صقال,Sakal
صقان,Sakan
صقل,Sakal
صقلاويه,Saklaviye
صقمار,Sakmar
صقول,Sokol
صقول بزرك,Sokol-ı Büzürk
صقول كوجك,Sokol-ı Küçük
صقول كوچك,Sokol-ı Küçük
صقولويچى,Sokoloviçi
صلاجور,Salaçor
صلاحيه,Salahiye
صلاحيّه,Salahiye
صلاقه,Salaka
صلاقوز,Salakuz
صلاوار,Salavar
صلاچور,Salaçor
صلت,Salt
صلت عجلون,Salt-Aclun
صلت عجلون مع كرك و شوبك,Salt-Aclun maa Kerek ve Şubek (Şevbek)
صلحد,Salhad
صلخد,Salhad
صلنق,Solnok
صلوار,Salavar
صلوجلر,Sulucalar
صليب,Suleyb
صليما,Salima
صمابور,Samapor
صمارجق,Samarcık
صمارينه,Samarina
صماقو,Samakov
صماقو آلاپلى,Samakov-ı Alaplı
صماقو الاپلى,Samakov-ı Alaplı
صماقوجق,Samakovcuk
صمان,Saman (?)
صمانجى,Samancı
صماى,Sumay
صماپور,Samapor
صمرجق,Samarcık
صمصاد,Samsad
صناحين,Sanahin
صنار,Sannar
صنامير,Sanamir
صندارون,Sandaron (?)
صنداللو,Sandallı
صندرغى,Sındırgı
صندرغى چوروم,Sındırgı Çorum
صندقلو,Sandıklı
صندقلى,Sandıklı
صندللى,Sandallı
صندوقلى,Sandıklı
صنعا,Sana
صنغور,Sungur
صنغورلى,Sungurlu
صهاج,Suhac
صهيون,Sahyun
صهيون وجبل اكراد,Sahyun ve Cebel-i Ekrad
صو درمى,Sudirhemi
صو درهمى,Sudirhemi
صو شهرى,Suşehri
صو شهري,Suşehri
صو صغرلغى,Susığırlık (Susığırlığı)
صو يولى,Suyolu
صو چاتى,Suçatı
صوالق,Sovalak
صوان مجابره,Suvan-ı Mecabire
صوبا,Savba
صوبادره,Subadra
صوباشى,Subaşı
صوبر,Suber
صوبصلو,Soboslo
صوبوتقه,Subotika
صوبوتنچه,Subotinçe
صوبيجه,Sobuca
صوبيچه,Sobuca
صوتسقه,Suteska
صوحوم,Sohum
صوخته,Suhte (?)
صور مع رأس,Sur maa Res
صور مع ولعس,Sur maa Velas (?)
صوردى طوب اطالرى,Sordıtob Adaları
صورغن قسطمونى,Sorgun-ı Kastamonu
صورغون,Sorgun
صورويج,Soroviç
صوسز,Susuz
صوسزمسلم,Susuzmüsellem
صوسه,Suse
صوصغيرى,Susığırlık (Susığırı)
صوصكرد,Sosgerd
صوصورلى,Susurlu
صوصيغرلق,Susığırlık
صوغان,Soğan
صوغانلى,Soğanlı
صوغداق,Soğudak
صوغله,Suğla
صوغوداق,Soğudak
صوغوق پيكار,Soğukpınar
صوفرانو,Sofrano
صوفيلر,Sofular
صوفيلو,Sofulu
صوفيلى,Sofulu
صوفيه,Sofya
صوق بلآق,Sovukbulak
صوق بلاق,Sovukbulak
صوقول,Sokol
صوقوينى مع بوقو,Sokavini maa Buko
صول قول,Solkol
صولنق,Solnok
صولنه (؟),Sulina (?)
صولنوق,Solnok
صولوجه,Suluca
صولى سراى,Sulusaray
صولين,Solin
صوما,Soma
صوما ق,Sumak
صوماته,Sumata
صوماق,Sumak
صومحرط,Somhurt
صومخيط,Sumhayt
صومطر,Sumatar
صومه,Soma
صومه [مع] ترحاله,Soma [maa] Tarhala
صومه مع تارحاله,Soma maa Tarhala
صومه مع تارخاله و قرق اغاچ,Soma maa Tarhala ve Kırkağaç
صوناقور,Sunakur
صونبور,Sonbor
صونده,Sonda
صونسه,Sonisa
صونغورلى,Sungurlu
صونيسا,Sonisa
صونيسا مع نيكسار,Sonisa maa Niksar
صونيسا و نيكسار,Sonisa ve Niksar
صونيسه,Sonisa
صوه,Sava
صوور,Suvar
صوولاق,Sovalak
صوپوت,Sopot
صوپيه,Sopye
صوچاتى,Suçatı
صوچوه,Suçova
صيادا,Sayada
صيدا,Sayda
صيدا و بيروت,Sayda ve Beyrut
صيداوبيروت,Sayda ve Beyrut
صير ابو نعير,Sayr Ebunuayr
صير بنى ياس,Sir Beniyas
صيرچه اباد,Sırçaabad
صيعان,Sayan
صيغرى,Sığrı
صيغه جق,Sığacık
صيغه حق,Sığacak
صيچان,Sıçan
صَارُوخَان,Saruhan
صَغمَانْ,Sağman
صَلاَوار,Salavar
صَنْعا,Sana
صَهيون,Sahyun
صُمايْ,Sumay
صپانجا,Sapanca
صپانجه,Sapanca
صچان,Sıçan
ضحى,Dahi
ضمانتو,Zamantı
ضمانتى,Zamantı
ضمانطى,Zamantı
ضنيه,Zıniye
ضنيه مع طرابلس شام,Zıniye maa Trablusşam
ضهرالغربى,Zahrulgarbi
ضهران,Zahran
ضهرة,Zahret
ضهرة ابو مصلح,Zahret Ebumuslih
ضهرة ام الطرحان,Zahret Ümmüttarhan
ضهرة جعفري,Zahret Caferi
ضهرة دجيلة,Zahret Düceyle
ضهرة سقاره,Dahra-i Sekare
ضهرة سمر,Zahret Simer
ضهرة مرعي,Zahret Mera
ضهره,Duhara
ضواريق,Zıvarık
ضُوير,Duvayr
ضُويَرْ,Duvayr
ضُوَيرْ,Duvayr
ضِغاره,Dıgara
طا لنده,Talanda
طائف,Taif
طابطاب,Tabtab
طابور,Tabur
طابيه,Tabiye
طادوس,Tados
طارا,Tara
طاراطه,Darada
طارجال,Tarcal
طارجالي قرستور,Tarcalikarestur
طارناق,Tarnak
طاره,Tara
طارو اوزى,Darıözü
طارى ويران,Darıviran
طاريا,Taraya
طازقرى,Dazkırı
طازقيرى,Dazkırı
طازقيري,Dazkırı
طاسقرى مع دانشمندلو كيكلر,Dazkırı (Daskırı) maa Danişmendli-yi Geyikler
طاسونيس,Tasonis
طاش آغيل,Taşağıl
طاش اباد,Taşabad
طاش اغلى,Taşağılı
طاش اوجى,Taşucu
طاش اوز,Taşöz
طاش اوزاداسى,Taşöz
طاش اولوق,Taşoluk
طاش ايل,Taşil
طاش ايلى,Taşili
طاش ايلى كاويسى,Taşili gavisi
طاش رومى,Taşrumi
طاش قصبه سى,Taşkasabası
طاش كبرى,Taşköprü
طاش كوپرى,Taşköprü
طاش كوپرى و طولاب مير حسين,Taşköprü ve Dolab-ı Mirhüseyin
طاش كپرى,Taşköprü
طاشكبرى,Taşköprü
طاشكسان,Taşkesen
طاشكوپرى,Taşköprü
طاشكپرى,Taşköprü
طاشلق اوتلوغى,Taşlıkotluğu
طاشلوجه,Taşlıca
طاشلى,Taşlı
طاشلى بلغه,Taşlıbulga
طاشلى دره,Taşlıdere
طاشلى چاى,Taşlıçay
طاشليجه,Taşlıca
طاشليچه,Taşlıca
طاشوز,Taşöz
طاشير,Taşir
طاطاى,Daday
طاطوى,Tatoy
طاطيه,Dadya
طاغ,Dağ
طاغ آردى,Dağardı
طاغ اردى,Dağardı
طاغ اردى و دارى دره واغريجان,Sultanyeri (Dağardı) ve Darıdere ve Ağrican
طاغ ايلى,Dağili
طاغ باشى,Dağbaşı
طاغ كنارى,Dağkenarı
طاغ مرمره,Dağmarmara
طاغستان انجه,Dağistan-ı İnce
طاغستان جله برد,Dağistan-ı Çelaberd
طاغستان ديزاق,Dağistan-ı Dizak
طاغستان زكم,Dağistan-ı Zegem
طاغستان سنقور اباد,Dağistan-ı Sunkurabad
طاغستان شمكور,Dağistan-ı Şemkür
طاغستان كنجه,Dağistan-ı Gence
طاغستان كورك,Dağistan-ı Kürek
طاغلو,Dağlı
طاغلى,Dağlı
طاق وسطان,Tak-ı Vostan
طاقماق,Takmak
طاقه,Taka
طاقوق,Dakuk
طالنده,Talanda
طاليش و كلستان,Talış ve Gülistan
طامزاره,Tamzara
طانيل,Tanil
طاهر,Tahir
طاورغه,Tavurga
طاوس,Tavus
طاوسكر,Tavusker
طاوسكر مع بيكرك,Tavusker maa Pertekrek (Pikrek)
طاوسى,Tavsı
طاوشان,Tavşan
طاوشان آطه لرى,Tavşan Adaları
طاوشان اطه لرى,Tavşan Adaları
طاوشانلو,Tavşanlı
طاوشانلى,Tavşanlı
طاوشنلو,Tavşanlı
طاوغانه,Davgana
طاوق,Tavuk
طاولا,Tavla
طاولسون,Tavlasun
طبارقه,Tabarka
طبان,Taban
طبانلو,Tabanlı
طبانلو و بوز اولوس,Tabanlı ve Bozulus
طبانلى,Tabanlı
طبرستان,Taberistan
طبرسوق,Tabersuk
طبرق,Tobruk
طبرقه,Tabarka
طبريه,Taberiye
طبريّه مع نواحى,Taberiye maa Nevahi
طرا بلوس شام,Trablusşam
طرابزون,Trabzon
طرابلس,Trablus
طرابلس غرب,Trablusgarb
طرابلس غرب و بنغازى,Trablusgarb ve Bingazi
طرابلس مع مَرابَطين,Trablusgarb (Trablus) maa Murabıtayn
طرابلسغرب,Trablusgarb
طرابلوس شام,Trablusşam
طرابلوس غرب,Trablusgarb
طراحيه,Tırahiye
طراقسو,Taraksu
طراقلو بورلو,Taraklıborlu
طراقلو بورلى,Taraklıborlu
طراقلى,Taraklı
طراقلى بورلو,Taraklıborlu
طراقلى بورلى,Taraklıborlu
طرانداكيا,Tarandakiya
طراونه,Travna
طربزون,Trabzon
طربلس شام,Trablusşam
طربلوس شام,Trablusşam
طربلوس غرب,Trablusgarb
طربلوس غَرب,Trablusgarb
طرسوس,Tarsus
طرطوس,Tartus
طرقلو بورلى,Taraklıborlu
طرليس,Tırlis
طرنواچ,Tırnovaç
طرنوه,Tırnova
طرنوه جق,Tırnovacık
طرنووه,Tırnova
طرنوى,Tırnova
طرنوى مع نواحى,Tırnova maa Nevahi
طرنويجق,Tırnovacık
طره باى,Turabay
طره بزون,Trabzon
طره بلس شام,Trablusşam
طره بلوس غرب,Trablusgarb
طره پلوجه,Trepoliçe
طره پليجه,Trepoliçe
طره پوليچه,Trepoliçe
طرول,Torul
طرييو,Triyo
طسوج,Tasuc
طغان كچدى,Doğangeçidi
طغان كچيدى,Doğangeçidi
طغانجيلر اوتلوغى,Doğancılarotluğu
طفره,Tafra
طفيله,Tafile
طقوزپاره كوى,Dokuzpareköy
طقوزپاره كوي,Dokuzpareköy
طلاس,Talas
طلامان,Dalaman
طلانده,Talanda
طلحاى ملك,Talha-yı Melik (?)
طلمان,Dalaman
طلنده,Talanda
طلوار,Talvar
طماشوان سكت,Tameşvan Siget
طماشين,Tamaşin
طماق,Tamak
طمان,Taman
طمان اطه سى,Taman
طمراش,Tamraş
طمش,Tımış
طمشوار,Tımışvar
طمشْوآر,Tımışvar
طنطا,Tanta
طنطوره,Tantura
طها,Taha
طهران,Tahran
طهطا,Tahta
طهطهاء منشيه,Tahtaha-i Münşiye
طهماسيّه,Tahmasiye
طو نه,Tuna
طوابِين,Tavabin
طواس,Tavas
طواس مع وقفلر,Tavas maa Vakıflar
طوب حصار,Tophisar
طوباقلى,Topaklı
طوبجى,Topçu
طوبرالى,Torbalı (Tobralı)
طوبرق,Tobruk
طوبره لى,Torbalı (Tobralı)
طوبريج,Tuveyric
طوبنيجه,Toponiçe
طوت,Tut
طوتاق,Tutak
طوترقان,Tutrakan
طوتره قان,Tutrakan
طوتلى,Dutlu
طوتوه مع قلاص,Totova maa Kalas
طوخمه,Tohma
طودرغه,Dodurga
طودرغى,Dodurga
طودورغه,Dodurga
طور,Tur
طور سينا,Tur-ı Sina
طور يان,Toryan
طوراج اوغلي,Turaçoğlu
طوراسى,Turası
طوراغان,Durağan
طوراچلى,Duraçalı
طوربا لو,Torbalı
طوربالى,Torbalı
طوربالى مع تريانده,Torbalı maa Tiryanda
طوربه لى,Torbalı
طورتونلى,Tortunlu
طورحال,Turhal
طورحال مع عشائر,Turhal maa Aşair
طورطوم,Tortum
طورغان,Durağan
طورغود,Turgud
طورغود تركمان بوز اولوس,Turgud Türkmen-i Bozulus
طورغود مع جهانبكلى,Turgud maa Cihanbeyli
طورغود و بايبرد,Turgud ve Bayburd
طورغود و بوز اولوس,Turgud ve Bozulus
طورغودلو,Turgudlu
طورغودلى,Turgudlu
طورغودلى ايليجه,Turgudlu Ilıca
طورل,Torul
طورلوطي,Turloti
طورنا,Turna
طورنالى,Turnalı
طوره غان,Durağan
طوروغوى,Dorogoy
طورول,Torul
طوريان,Toryan
طوز,Tuz
طوز حصار,Tuzhisar
طوز خورماتو,Tuzhurmatu
طوز خورماتى,Tuzhurmatu
طوزاق,Tuzak
طوزاق مع دوشملر,Tuzak maa Döşemeler (?)
طوزبرون,Tuzburun
طوزجيان,Tuzcuyan
طوزسز,Tuzsuz
طوزلق,Tuzluk
طوزله,Tuzla
طوزله كوزى,Tuzlagözü
طوزلۀ بالا,Tuzla-i Bala
طوزلۀ زير,Tuzla-i Zir
طوزلۀ زير و بالا,Tuzla-i Zir ve Bala
طوسكر,Tavusker
طوسيه,Tosya
طوشان,Tavşan
طوشان اطه لرى,Tavşan Adaları
طوشانلو,Tavşanlı
طوشانلى,Tavşanlı
طوشنلو,Tavşanlı
طوطاق,Tutak
طوطى,Dudu
طوطيلو,Totilo
طوغان بك,Doğanbey
طوغان حصار,Doğanhisar
طوغان حصار مع دربند قادين خانى,Doğanhisar maa Derbend-i Argıdhanı (Derbend-i Kadınhanı)
طوغان حصارى,Doğanhisarı
طوغانحصار,Doğanhisar
طوغانحصارى مع دربند ارغيد خانى,Doğanhisar (Doğanhisarı) maa Derbend-i Argıdhanı
طوغانكوى,Doğanköy
طوغله,Doğla
