osmanlica,transkripsiyon
بلكۀ بوزآغاج,Bozağaç/Bölge-i Bozağaç
بوزات,Bozat
بوزاتلو,Bozatlı
بوز بابا,Bozbaba
آتاستراتى,Bozbaba/Atastrati
ايوس ستراتى,Bozbaba/Ayosstrati
بوبابا,Bozbaba/Bobaba
بوز بابا لمنى,Bozbaba/Bozbaba-i Limni
ستراتى,Bozbaba/Strati
بوزبرون,Bozburun
بوز برون,Bozburun
بوز بورن,Bozburun
بوزجه آطه,Bozcaada
بوزجه اطه,Bozcaada
بوزجه آطه,Bozcaada
بوزجه اده,Bozcaada
بوزجه اطه,Bozcaada
اطۀ بوزجه,Bozcaada/Ada-i Bozca
بوغچه,Bozcaada/Boğça
بوزجه,Bozcaada/Bozca
بوزجه,Bozcaada/Bozca
بوزجا,Bozcaada/Bozca
بوزجه جزيره سى,Bozcaada/Bozca Ceziresi
جزيرۀ بوزجه,Bozcaada/Cezire-i Bozca
جزيرۀ بوزجه اطه,Bozcaada/Cezire-i Bozcaada
بوزجه آطه,Bozcaada/Tenedos
بوزطاغى,Bozdağı
بوزطغان,Bozdoğan
بوزدوغان,Bozdoğan
بوزطغان مع ناحيۀ قواق,Bozdoğan maa Nahiye-i Kavak
نفس بوزطغان,Bozdoğan merkez
بوزطغان بالا,Bozdoğan-ı Bala
بوزطان,Bozdoğan/Bozdan
بوزطوغان,Bozdoğan/Pazarköy
بوزغوش,Bozguş
بوزين,Bozin
بوزقير,Bozkır
بوز قير,Bozkır
نفس بوزقير,Bozkır merkez
بوزقير و بكشهر,Bozkır ve Beyşehir
بوزقيرى,Bozkır/Bozkırı
بوزقير,Bozkır/Siristad
سرستاد,Bozkır/Siristad
بوزلى,Bozlu
بوزلق,Bozluk
بوزلق و تودرغه و الپى و عشرلو يوزى,Bozluk ve Todurga ve Alpı ve Öşürlüyüzü
بوزوق,Bozok
بوزاوق,Bozok
بوز اوق,Bozok
بزور اوق,Bozok
بوزاوق صورقونى,Bozok Sorkunu
صورقون,Bozok Sorkunu (Sorkun)/Öyük
صورغين,Bozok Sorkunu/Sorgın
صورغين بوز اوق,Bozok Sorkunu/Sorgın-ı Bozok
صورغون,Bozok Sorkunu/Sorgun
صورقون,Bozok Sorkunu/Sorgun
صورقون,Bozok Sorkunu/Sorkun
بوزوق,Bozok/İrdig
يوزغاد,Bozok/Yozgad
بوزاووه,Bozova
بوز اووا,Bozova
بوزووار,Bozovar
بوزويچه,Bozoviçe
بوز اويوك,Bozöyük
بوز اويك مع اين اوڭى,Bozöyük maa İnönü
مع بوز اويوك اين اوكى,Bozöyük maa İnönü
بوزايوك,Bozöyük/Karadona
بوزاولوس,Bozulus
بوزياقه,Bozyaka
بوزيير مع قوريجق,Bozyer maa Kurucak
بكور دلن,Böğürdelen
بوگر دلن,Böğürdelen
بوكور دلن,Böğürdelen
بوكور ده لن,Böğürdelen
قلعۀ بوگر دلن,Böğürdelen/Kale-i Böğürdelen
قلعۀ بكور دلن,Böğürdelen/Kale-i Böğürdelen
شاباچ,Böğürdelen/Şabaç
بلكۀ جبل و عشيرت خيرويللى و قره بوجيلى و بخشش و قره حاجيلى,Bölge-i Cebel ve Aşiret-i Hayrilli ve Karaböcülü ve Bahşeş ve Karahacılı
بلوك باشى,Bölükbaşı
بلوكباشى,Bölükbaşı
بسرمن,Bösörman
بسرمان,Bösörman
براحوه,Brahova
برانيچوه,Braniçeva
برانچوه,Braniçeva
برانيجوه,Braniçeva
براصدم,Brasadim
براتسا,Bratsa
براچه,Bratsa/Braça
برازا,Bratsa/Braza
براتوشش,Bratuşeş/Yenice
برژنچه و بكش و قومار,Brejniçe/Berezeniçe ve Bekiş ve Komar
برسنيچه,Bresniçe
بره زه بانا (؟),Brezebana (?)
برزيقه,Brezika
برزنه,Brezne
برزنچه,Brezniçe
برزنيك,Breznik
برزنيق,Breznik
بريزنيك,Breznik/Briznik
پرزنيك,Breznik/Preznik
ترونيك,Breznik/Travnik
بره زوه پوله,Brezovapole
پرزوو پوله,Brezovapole/Prezovopole
برزويچه,Brezoviçe
بره زويچه,Brezoviçe
برتويك,Britvik
برود,Brod
اشغه برود,Brod/Aşağıbrod
دسپوت برودى,Brod/Despot Brodu
برودار,Brodar
برولوشجه,Broloşce
برلوشجه,Broloşce
بورسلنوفقه,Bruslinofka
بوبكان,Bubikan
بوبيان,Bubiyan
ببيان,Bubiyan
بوجاق,Bucak
بوحاق,Bucak
بجاق,Bucak
بوجاق مع عشائر,Bucak maa Aşair
بجوره,Bucura
بچوره,Bucura
بيجوراوه,Bucura/Bicurova
بيجوراوا,Bucura/Bicurova
بجوروه,Bucura/Bucurova
بوداق,Budak
بداقلو,Budaklı
بوداقلى اوتلغى,Budaklıotlağı/Budaklıotluğu
بودى,Budi
بوديمله,Budimle
بودمله,Budimle
بودمله مع بلاو,Budimle maa Plav
بودمله,Budimle/Goşta
قومنن,Budimle/Komnin
چومنين,Budimle/Komnin (Çomnin)
بودين,Budin
بدون,Budin
بُدين,Budin
بدون و پشته,Budin (Budun) ve Peşte
بدون,Budin/Budun
بُدُون,Budin/Budun
بودن,Budin/Budun
بودون,Budin/Budun
بدون عتيق,Budin/Budun-ı Atik
پاشا,Budin/Paşa
بحيره,Buhayra
بحيره,Buhayra
بُحَيْره,Buhayra
بحريه,Buhayra
بُحَيْرَه,Buhayra
بخيره,Buhayra
بحيرۀ حجانيه,Buhayra-i Hıcaniye
بحيرۀ عتيبه,Buhayra-i Uteybe
بحيرةالبالا,Buhayratülbala
بحيرۀ اعلا,Buhayratülbala/Buhayra-i Ala
بحيرة الببان,Buhayratülbiban
بوژيم,Bujim
بوژور,Bujor
پوژور,Bujor/Pujor
بقعه (؟),Buka (?)
بوكان,Bukan
بوكده,Bukede
بوقوفچه مع اسلاتنيك,Bukofça maa Islatnik
بوقويچه,Bukoviçe
بوقوويك,Bukovik
بو قشاشيه,Bukuşaşiye
بوقويك,Bukvik
بولاجالى,Bulacalı
بولا جه لى,Bulacalı
بولاجلو,Bulacalı
بولاجلو,Bulacalı
بوله جلى,Bulacalı
بولاجلو و كشلو و تاتار عشيرتى,Bulacalı ve Keşli ve Tatar Aşireti
بولاق,Bulak
بولام,Bulam
بولماج,Bulamaç
بولماچ,Bulamaç
فارماقونيزى,Bulamaç (Farmakonizi)/Farmakoza
فارماقو,Bulamaç/Farmako
فورماقو,Bulamaç/Farmako (Furmako)
فارماقونيزى,Bulamaç/Farmakonizi
فارماقوس,Bulamaç/Farmakos
بولانيق,Bulanık
بولانق,Bulanık
بولدان,Buldan
نفس بولدان,Buldan merkez
بولدان,Buldan/Çarşamba
چهارشنبه,Buldan/Çarşamba
چهارشنبۀ لازقيه,Buldan/Çarşamba-i Lazkiye
بولدان,Buldan/Çarşamba-i Lazkiye
چهارشنبۀ لادقيه,Buldan/Çarşamba-i Lazkiye
بولدق,Bulduk
بولغناق,Bulganak
نهر بولغنق,Bulganak/Nehr-i Bulganak
نهر بولغناق,Bulganak/Nehr-i Bulganak
بلغار,Bulgar
بولغار مملكتي,Bulgar Memleketi
بلغارستان,Bulgaristan
بلغارستان امارتى,Bulgaristan Emareti
بومبا,Bumba
بنه,Buna
بنّه,Buna/Bunna
بنّا,Buna/Bunna
بونيغيا,Bunigiya
باركير,Bunigiya/Bargir
برع,Bura
جبل برع,Bura/Cebel-i Bura
براق,Burak
برج,Burç
بوردور,Burdur
بوردر,Burdur
بوردير,Burdur
بوردور,Burdur
نفس بوردور,Burdur merkez
بوردور و اورله,Burdur ve İrle (Urla)
بوردور,Burdur/Terkemiş
تركمش,Burdur/Terkemiş
بورغاس,Burgas
نفس بورغاس,Burgas merkez
برغوس,Burgas/Bergos
بورغاز,Burgaz
برغازجديد,Burgaz-ı Cedid
برغاز جديد,Burgaz-ı Cedid
برغوس اطه,Burgaz/Burgosada
ترغوس,Burgaz/Tergos
بورغى,Burgu
بورهان,Burhan
برهان,Burhan
برهانيه,Burhaniye
كمر,Burhaniye/Kemer
كمر,Burhaniye/Kemer
كمر ادرميد,Burhaniye/Kemer-i Edremid
كمر ادره ميد,Burhaniye/Kemer-i Edremid
بورلات,Burlat
بورناز,Burnaz
بورماز,Burnaz/Burmaz
بروسه,Bursa
بروسا,Bursa
بورسه,Bursa
برسه,Bursa
بروسه,Bursa merkez
نفس بروسه,Bursa merkez
بروسه يكيجه,Bursa Yenice
يكيجه,Bursa Yenice/Yenice
بروسه,Bursa/Burusa
بروجرد,Burucerd
بوري كول,Burugöl
بورلجه,Burulca
بوريلجه,Burulca/Burılca
بورلچه,Burulca/Burulça
بورلوس,Burulus
بوسان,Busan
بصيره,Busayra
بصره,Busayra/Busra
بثينه,Buseyne
بوصولجه,Busolca
بصرى اسكى شام,Busra/Busra Eskişam
بصراسكى شام,Busra/Busra Eskişam
بصره اسكى شام,Busra/Busra Eskişam
بصرا,Busra/Eskişam
اسكى شام,Busra/Eskişam
بصرالحرير,Busrulharir
بوستا,Busta
بوشاط,Buşat
بوشير,Buşeyr
بوط,But
بطيحه,Butayha
بتيل,Butil
بو تينى,Butina
بوتما,Butma
بوترنتو,Butrinto
بوير,Buveyr
بوياق,Buyak
بوياق,Buyak
بويانوفچه,Buyanofça
بوزى,Buzi
بوزمرت,Buzmeret
بوبر,Büber
ببرلر,Büber/Büberler
بكرش,Bükreş
بلبلجه,Bülbülce
بلبلجه,Bülbülce
اطۀ بلبلجه,Bülbülce/Ada-i Bülbülce
بليجه,Bülbülce/Belice
بلبلجك,Bülbülcük
بلبل جك,Bülbülcük
عتيق بلبلجه,Bülbülcük/Atik Bülbülce
اسكى بلبلجه,Bülbülcük/Eski Bülbülce
اسكى تريكه رى,Bülbülcük/Eski Trikeri
پالاقو ترى خورى,Bülbülcük/Palako Trihori
پاليو تريكيرى,Bülbülcük/Palyo Trikiri
بنيان,Bünyan
بنيان حميد,Bünyan/Bünyan-ı Hamid
بنيان حميد,Bünyan/Bünyan-ı Hamid
بنيان,Bünyan/Sarımsaklı
صارمساقلى,Bünyan/Sarımsaklı
بريقه,Büreyka
بريقه [و] جدابيه,Büreyka [ve] Cidabiye
برقه,Büreyka/Berka
بشورم,Büşürüm
بشروم,Büşürüm
بيوك آطه,Büyükada
بيوك اطه,Büyükada
بيوك اطه,Büyükada/Ada-i Kebir
اطۀ كبير,Büyükada/Ada-i Kebir
بيوك چكمجه,Büyükçekmece
بيوك فنطه,Büyükfanta
فنطه بزرك,Büyükfanta/Fanta-i Büzürk
بيوك غالانيس,Büyükgalanis
مغالوغلارونيس,Büyükgalanis/Megalo Galaronis
مغالوغلارونيسى,Büyükgalanis/Megalo Galaronisi
مقالوغالانوريس,Büyükgalanis/Mekalo Galanoris
بيوك اسماعيلجه,Büyükismailce
بيوك قره قرلى,Büyükkarakarlı
بيوك قره قارلى,Büyükkarakarlı
بويك قره صو,Büyükkarasu
استروما,Büyükkarasu/Siroz Karasuyu/Ustruma
بيوك قارشديران,Büyükkarışdıran
بيوك ليمان,Büyükliman
بيوك مندرس,Büyükmenderes
بيوك مركب,Büyükmerkeb
ماغاله,Büyükpetali/Magala
بيوك پتالى,Büyükpetali/Megalo
بيوك طوشان,Büyüktavşan/Mavro
بيوك وديك,Büyükvodik
جبانس,Cabanis
جاف عشائرى,Caf Aşairi
جفتين,Cafatin
جفاتين,Cafatin
جافاتين,Cafatin
جعفري,Caferi
جعفريه,Caferiye
جَعْفَرِيّه,Caferiye
جَغاوَه,Cağave
جالو,Calu
جامع على پاشا,Cami-i Alipaşa
جامع اياصوفيه,Cami-i Ayasofya
جامع داود پاشا,Cami-i Davudpaşa
جامع ابراهم پاشا,Cami-i İbrahimpaşa
جامع سلطان بايزيد خان,Cami-i Sultanbayezidhan
جامع سلطان محمد خان,Cami-i Sultanmehmedhan
جامع سلطان سليم خان,Cami-i Sultanselimhan
جامستل,Camustil
جاموستيل,Camustil
جاموستل,Camustil
جاموستل مع بولانق و شكر اوبه سى,Camustil maa Bulanık ve Şekerobası
ناحيۀ جاموستل مع بولانق و شكر اوبه سى,Camustil maa Bulanık ve Şekerobası
جامزطل,Camustil/Camuztıl
جنان,Canan
جانباز,Canbaz
جانجه,Canca
جانجكه,Canciğe
جان فدا,Canfeda
جانب شهر,Canib-i Şehr
جانب عربان غرب,Canib-i Urban-ı Garb
جانب عربان شرق,Canib-i Urban-ı Şark
جانب الصِرتْ و قَصْر,Canibüssırt ve Kasr
جانب الصرت و قصر,Canibüssırt ve Kasr
جانيك,Canik
جانيك قواق,Canik Kavak
قواق,Canik Kavak/Kavak
جانيك مع نظارت كندز,Canik maa Nezaret-i Gündüz
جانيك كول,Canik-i Göl
جانيت كول,Canik-i Göl/Canit-i Göl
كول,Canik-i Göl/Göl
جانيت قرق خرمن,Canik-i Kırkharman/Canit-i Kırkharman
جانيت  قرق خرمن,Canik-i Kırkharman/Canit-i Kırkharman
جانيت,Canik/Canit
جانيك,Canik/Samsun
جانوس,Canus
جاروه,Carva
جاسم,Casim
جايم,Cayim
جبارات,Cebbarat
جبول,Cebbul
جبول و باب و منبج,Cebbul ve Bab ve Menbic
جبل,Cebel
جبل,Cebel
جبل مع  عشيرت بوله جلى,Cebel maa Aşiret-i Bulacalı
جبل و ترشيحا,Cebel ve Terşiha
جبل و ترسيحا,Cebel ve Terşiha
جبل عبد العزيز,Cebel-i Abdülaziz
جبل احمر,Cebel-i Ahmer
جبل اقراع,Cebel-i Akra
جبل اقرع,Cebel-i Akra
جبل اقرع,Cebel-i Akra
جبل اعلا,Cebel-i Ala
جبل على,Cebel-i Ali
جبل عامله,Cebel-i Amile
جبل عتيق,Cebel-i Atik
جبل بنى عليم,Cebel-i Benialim
جبل بركت,Cebel-i Bereket
جبل بركت,Cebel-i Bereket/Osmaniye
جبل بركت,Cebel-i Bereket/Yarpuz
جبل بكر,Cebel-i Buker
جبل بو كر,Cebel-i Buker
جبل جن,Cebel-i Cin
جبل جسر,Cebel-i Cisr
جبل جرد,Cebel-i Cürd
جبل دمعراض,Cebel-i Demaraz
جبل درزى,Cebel-i Dürzi
جبل دروز,Cebel-i Dürzi/Cebel-i Düruz
درزى,Cebel-i Dürzi/Dürzi
جبل ادهميه,Cebel-i Edhemiye
جبلۀ ادهمى,Cebel-i Edhemiye/Cebele-i Edhemi
جبل اكراد,Cebel-i Ekrad
جبل الا كراد,Cebel-i Ekrad/Cebelülekrad
جبل الاكراد,Cebel-i Ekrad/Cebelülekrad
جبل اربعه,Cebel-i Erbaa
جبل ارجيس,Cebel-i Erciyes
جبل حبش,Cebel-i Habeş
جبل جيش,Cebel-i Habeş/Cebel-i Ceyş
جبل حبيش,Cebel-i Habeş/Cebel-i Hubeyş
حبيش,Cebel-i Habeş/Hubeyş
جبل حميده,Cebel-i Hamide
جبل حمرين,Cebel-i Hamrin
جبل حوران,Cebel-i Havran
جبل خوت,Cebel-i Hot
جبل حفاش,Cebel-i Hufaş
جبل حفش,Cebel-i Hufaş
جبل حوله,Cebel-i Hula
جبل كلبيه,Cebel-i Kelbiye
جبل قبلى,Cebel-i Kıbli
جبل كسروان,Cebel-i Kisrevan
جبل كسروان,Cebel-i Kisrevan
جبل كسروان و الجردين,Cebel-i Kisrevan ve'l-Cürdeyn
جبل كسروانين و الحرادين,Cebel-i Kisrevaneyn ve'l-Harradin
جبل قوزان,Cebel-i Kozan
قرص جبل,Cebel-i Kozan/Kars Cebel
جبل قدس,Cebel-i Kudüs
جبل قصير,Cebel-i Kusayr
قصير مع قره موط,Cebel-i Kusayr (Kusayr) maa Karamut
قصير,Cebel-i Kusayr/Kusayr
قصره,Cebel-i Kusayr/Kusra
جبل قطه,Cebel-i Kuta
جبل لبنان,Cebel-i Lübnan
جبل لبنان,Cebel-i Lübnan/Garbi Lübnan
لبنان طاغي,Cebel-i Lübnan/Lübnan Dağı
جبل ملحان,Cebel-i Milhan
جبل محمد,Cebel-i Muhammed
جبل محمل,Cebel-i Muhammel
جبل موسى,Cebel-i Musa
جبل نصارا,Cebel-i Nasara
جبل نصيرى,Cebel-i Nusayri
جبل ريحان,Cebel-i Reyhan
جبل الريحان,Cebel-i Reyhan/Cebelürreyhan
جبل ريمه,Cebel-i Reyme
جبل صبيار,Cebel-i Sabyar
جبل سانين,Cebel-i Sannin
جبل سانتين,Cebel-i Sannin/Cebel-i Santeyn
جبل سمعان,Cebel-i Seman
جبل سمعان حانطومان,Cebel-i Seman
جبل سمعان,Cebel-i Seman
جبل سمعان,Cebel-i Seman
جبل شمعان مع شروانلو,Cebel-i Seman (Şeman) maa Şirvanlı
سمعان,Cebel-i Seman/Seman
جبل سمّاق,Cebel-i Summak
جبل سماق,Cebel-i Summak
جبل شامى,Cebel-i Şami
شامى,Cebel-i Şami/Şami
جبل شرقى,Cebel-i Şarki
جبل شرق,Cebel-i Şarki/Cebel-i Şark
جبل الشرق,Cebel-i Şarki/Cebelüşşark
جبال تير,Cebel-i Teyr
جبل تير,Cebel-i Teyr
جبل طور,Cebel-i Tur
جبل زوكور,Cebel-i Zukur
جبل سقور,Cebel-i Zukur/Cebel-i Sukur
روقبا,Cebel-i Zukur/Rukba
بلكۀ جبل,Cebel/Bölge-i Cebel
بولكۀ جبل,Cebel/Bölge-i Cebel
چپل,Cebel/Çepel
جبله,Cebele
جبله,Cebele
جبليه,Cebele/Cebeliye
جبليّه,Cebele/Cebeliyye
جبلى,Cebeli
جبل الشيخ,Cebelüşşeyh
جبرشن,Ceberşin
جبهة على,Cebhetü Ali
جبرين,Cebrin
جبور و ابو سليمان و حديدى و گرگرى,Cebur ve Ebusüleyman ve Hadidi ve Gergeri
جدري,Cederi
جديد,Cedid
جديد اندرونئ سيواس,Cedid Enderuni-i Sivas (?)
يكى كوى,Cedid/Yeniköy
جفر,Cefr
جعفر,Cefr/Cafer
جكده,Ceğde
جهران,Cehran
جلالى,Celali
جلالى و خيدرانلو و زيلانلو,Celali ve Haydaranlı ve Zilanlı
جلالى عشيرتى,Celali/Celali Aşireti
جلاير,Celayir
جلبلى,Celebli
جلبلى,Celebli
جماعت شهدلو,Cemaat-i Şehidli
جمادانلى,Cemadanlı
جمادتلو عشيرتى,Cemadanlı/Cemadetli Aşireti
جماله,Cemale
جم جمال,Cemcemal
جمجمال,Cemcemal
جميل بك,Cemilbey
جماعين,Cemmain
جمّاعين,Cemmain
جماعين اول,Cemmain-i Evvel
جماعين ثانى,Cemmain-i Sani
جماعين ناحيتى,Cemmainnahiyeti
جمّاسه,Cemmase
جمماسه,Cemmase
جماسه,Cemmase
جمّاسَه,Cemmase
جماسيه,Cemmase
جماسى,Cemmase/Cemmasi
جماسيه,Cemmase/Cemmasiye
جنجكه,Cenciğe
چنجكه,Cenciğe
جنويز ولايتي,Ceneviz Vilayeti
جنكوله,Cengula
جنكوله,Cengula/Beksa
جنين,Cenin
جنين عطا قولنه,Cenin Atakulna (?)
نفس جنين,Cenin merkez
جنابة,Cennabe
جنت آباد,Cennetabad
جنوب,Cenub
جربه,Cerbe
جَرْبَه,Cerbe
جربو عيه,Cerbuiye
جربوعيه,Cerbuiye
جرجر,Cercer
جرش,Cereş
جريد,Cerid
جِرِيدْ,Cerid
جرم الكوع,Cermülku
جرونه,Cerovina
جره,Cerre (?)
جرءالعلفه,Cerrilalife
جصان,Cessan
جسان,Cessan
جسّان,Cessan
جسان و بدره,Cessan ve Bedre
جسان بداره,Cessan ve Bedre/Cessan-Bedara
جسّان بداره,Cessan ve Bedre/Cessan-Bedara
جصّان بدره,Cessan ve Bedre/Cessan-Bedre
جسّان بدره,Cessan ve Bedre/Cessan-Bedre
جسان بداره,Cessan ve Bedre/Cessan-Bedre
جواد,Cevad
جوانرود,Cevanrud
جوارى,Cevari
جوازر,Cevazir
جوازير,Cevazir
حراز و اشتفه طره ال حناح وقصر حور ومحمر و رو بطن,Cevazir (Haraz) ve İştifa [ve] Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın
جوازير و اشفه طره ال حناح وقصر حور ومحمر و روبطن (؟),Cevazir ve İştifa (İşfa) [ve]  Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın
جوازير و اشتفه طرۀ ال حناح وقصر حور ومحمر فرد بطن (؟),Cevazir ve İştifa ve Turra-i Al-i Cenah ve Kasr-ı Hur ve Muhammer ve Rubatın (Ferd-i Batın)
چوزدره سى,Cevizderesi
جوز دره سى,Cevizderesi
جويز دره سى,Cevizderesi
جويز دره سى و فنارس و افراز و اونيه و چوره كى,Cevizderesi ve Fenaris ve İfraz ve Ünye ve Çöreği
جويزلى,Cevizli (?)
جيحان,Ceyhan
جيحون,Ceyhan/Ceyhun
حميديه,Ceyhan/Hamidiye
حميديه,Ceyhan/Hamidiye
جيحان,Ceyhan/Hamidiye
مهاجرين,Ceyhan/Muhacirin
جيحان,Ceyhan/Örfiye
يارصوات,Ceyhan/Yarsuvat
جيرود,Ceyrud
جزآير,Cezayir
جزاير,Cezayir
جزاير و قپودانلق دريا,Cezayir ve Kapudanlık-ı Derya
جزاير بحر سفيد,Cezayir-i Bahr-i Sefid
جزائر بحر سفيد,Cezayir-i Bahr-i Sefid
جزايربحرسفيد,Cezayir-i Bahr-i Sefid
جزاير بحر سفيد,Cezayir-i Bahr-i Sefid/Kapudani
جزاير بوّارين و مصطفاعيه و لافيه و العين,Cezayir-i Bevvarin ve Mustafaiye ve Lafiye ve el-Ayn
جزاير جديد,Cezayir-i Cedid
جزاير غرب,Cezayir-i Garb
جزاير غرب,Cezayir-i Garb
جزاير,Cezayir-i Garb/Cezayir
جزاير مغرب,Cezayir-i Garb/Cezayir-i Mağrib
مغرب,Cezayir-i Garb/Mağrib
جزائراثنى عشر,Cezayir-i İsna Aşer
جزائراثنا عشر,Cezayir-i İsna Aşer
جزائرسبعه,Cezayir-i Seba
جزيرۀ سبعه,Cezayir-i Seba/Cezire-i Seba
جزيره,Cezire
جزيرۀ قاتوقصري,Cezire-i Katokasrı
جزيرۀكبير,Cezire-i Kebir
جزيرۀ كوچك,Cezire-i Küçük
جزيرۀ عليا,Cezire-i Ulya
جزيرۀ على,Cezire-i Ulya/Cezire-i Ali
جزاير,Cezire/Cezayir
جزين,Cezzin
جزيين,Cezzin
اقليم جِزّين,Cezzin/İklim-i Cezzin
اقليم جزين,Cezzin/İklim-i Cezzin
جباع,Ciba
